,home_team,away_team,defteam,yardline_100,fourth_down_converted,pass_length,penalty,down,yards_after_catch,play_type,game_seconds_remaining,air_yards,total_home_score,total_away_score,ydstogo,yards_gained,year,GameClock,yardline_half,score_diff
196,WAS,SF,SF,28.0,0.0,,0.0,4.0,,run,2046.0,,0,0,1,-1,2019,34:06:00,22.0,0
197,WAS,SF,WAS,36.0,0.0,deep,0.0,4.0,,pass,1661.0,22.0,0,0,4,0,2019,27:41:00,14.0,0
198,WAS,SF,WAS,35.0,1.0,short,0.0,4.0,1.0,pass,747.0,1.0,0,3,1,2,2019,12:27:00,15.0,-3
199,NYG,ARI,NYG,35.0,1.0,short,0.0,4.0,0.0,pass,3314.0,4.0,0,0,3,4,2019,55:14:00,15.0,0
200,NYG,ARI,ARI,39.0,1.0,short,0.0,4.0,0.0,pass,1114.0,15.0,14,24,6,15,2019,18:34:00,11.0,-10
201,NYG,ARI,ARI,67.0,0.0,,0.0,4.0,,pass,155.0,,21,24,15,-13,2019,2:35:00,17.0,-3
202,NYG,ARI,ARI,96.0,0.0,short,0.0,4.0,,pass,41.0,9.0,21,27,29,0,2019,0:41:00,46.0,-6
203,TEN,LAC,TEN,31.0,0.0,short,0.0,4.0,,pass,3361.0,3.0,0,0,2,0,2019,56:01:00,19.0,0
204,TEN,LAC,LAC,43.0,1.0,short,0.0,4.0,8.0,pass,3198.0,3.0,0,0,8,11,2019,53:18:00,7.0,0
205,TEN,LAC,LAC,49.0,0.0,,0.0,4.0,,run,159.0,,23,20,1,0,2019,2:39:00,1.0,3
206,CHI,NO,NO,45.0,0.0,short,0.0,4.0,,pass,563.0,10.0,10,29,3,0,2019,9:23:00,5.0,-19
207,CHI,NO,NO,7.0,1.0,short,0.0,4.0,0.0,pass,156.0,7.0,16,36,7,7,2019,2:36:00,43.0,-20
208,SEA,BAL,SEA,8.0,1.0,,0.0,4.0,,run,984.0,,13,19,2,8,2019,16:24:00,42.0,-6
209,DAL,PHI,PHI,51.0,1.0,short,0.0,4.0,8.0,pass,2475.0,1.0,14,7,1,9,2019,41:15:00,1.0,7
210,DAL,PHI,DAL,19.0,0.0,short,0.0,4.0,,pass,412.0,4.0,37,10,4,0,2019,6:52:00,31.0,27
211,DAL,PHI,DAL,66.0,1.0,,0.0,4.0,,run,117.0,,37,10,2,14,2019,1:57:00,16.0,27
212,NYJ,NE,NYJ,35.0,1.0,short,0.0,4.0,0.0,pass,2801.0,7.0,0,10,6,7,2019,46:41:00,15.0,-10
213,NYJ,NE,NE,28.0,0.0,deep,0.0,4.0,,pass,1878.0,20.0,0,24,4,0,2019,31:18:00,22.0,-24
214,MIN,WAS,WAS,37.0,1.0,,0.0,4.0,,run,3135.0,,0,0,1,2,2019,52:15:00,13.0,0
215,MIN,WAS,WAS,66.0,0.0,,0.0,4.0,,run,1068.0,,16,9,1,0,2019,17:48:00,16.0,7
216,MIN,WAS,WAS,7.0,0.0,,0.0,4.0,,run,32.0,,19,9,4,3,2019,0:32:00,43.0,10
217,ATL,SEA,SEA,66.0,1.0,short,0.0,4.0,10.0,pass,2426.0,1.0,0,10,1,11,2019,40:26:00,16.0,-10
218,TEN,TB,TEN,41.0,1.0,,0.0,4.0,,run,2494.0,,14,3,1,2,2019,41:34:00,9.0,11
219,TEN,TB,TB,28.0,0.0,,0.0,4.0,,run,225.0,,27,23,2,0,2019,3:45:00,22.0,4
220,TEN,TB,TEN,32.0,0.0,,0.0,4.0,,run,120.0,,27,23,1,-1,2019,2:00:00,18.0,4
221,NO,ARI,NO,70.0,0.0,,0.0,4.0,,run,1356.0,,10,6,1,0,2019,22:36:00,20.0,4
222,NO,ARI,NO,27.0,0.0,short,0.0,4.0,,pass,405.0,2.0,24,9,2,0,2019,6:45:00,23.0,15
223,LA,CIN,LA,35.0,1.0,deep,0.0,4.0,3.0,pass,2858.0,19.0,3,0,2,22,2019,47:38:00,15.0,3
224,LA,CIN,LA,55.0,1.0,,0.0,4.0,,run,2331.0,,10,3,1,3,2019,38:51:00,5.0,7
225,LA,CIN,LA,51.0,1.0,deep,0.0,4.0,1.0,pass,445.0,26.0,24,10,10,27,2019,7:25:00,1.0,14
226,LA,CIN,LA,27.0,1.0,deep,0.0,4.0,2.0,pass,390.0,16.0,24,10,13,18,2019,6:30:00,23.0,14
227,LA,CIN,LA,6.0,0.0,short,0.0,4.0,2.0,pass,316.0,1.0,24,10,6,3,2019,5:16:00,44.0,14
228,LA,CIN,LA,9.0,0.0,short,0.0,4.0,,pass,5.0,9.0,24,10,9,0,2019,0:05:00,41.0,14
229,BUF,PHI,PHI,29.0,0.0,deep,0.0,4.0,,pass,998.0,23.0,13,24,10,0,2019,16:38:00,21.0,-11
230,BUF,PHI,BUF,21.0,0.0,,0.0,4.0,,run,163.0,,13,31,1,-1,2019,2:43:00,29.0,-18
231,BUF,PHI,PHI,72.0,0.0,short,0.0,4.0,,pass,129.0,7.0,13,31,4,0,2019,2:09:00,22.0,-18
232,CHI,LAC,LAC,43.0,1.0,short,0.0,4.0,1.0,pass,1473.0,7.0,9,7,1,8,2019,24:33:00,7.0,2
233,DET,NYG,DET,39.0,0.0,short,0.0,4.0,,pass,390.0,5.0,31,19,6,0,2019,6:30:00,11.0,12
234,DET,NYG,DET,14.0,0.0,short,0.0,4.0,,pass,211.0,14.0,31,19,11,0,2019,3:31:00,36.0,12
235,JAX,NYJ,JAX,47.0,1.0,,0.0,4.0,,run,3146.0,,6,0,1,2,2019,52:26:00,3.0,6
236,JAX,NYJ,JAX,73.0,0.0,deep,0.0,4.0,,pass,147.0,18.0,29,15,6,0,2019,2:27:00,23.0,14
237,SF,CAR,SF,47.0,0.0,,0.0,4.0,,pass,392.0,,44,13,12,-12,2019,6:32:00,3.0,31
238,SF,CAR,SF,59.0,0.0,,0.0,4.0,,run,253.0,,51,13,1,0,2019,4:13:00,9.0,38
239,HOU,OAK,OAK,66.0,1.0,,0.0,4.0,,run,1662.0,,10,14,1,9,2019,27:42:00,16.0,-4
240,NE,CLE,CLE,33.0,1.0,short,0.0,4.0,0.0,pass,3252.0,10.0,0,0,7,10,2019,54:12:00,17.0,0
241,NE,CLE,CLE,24.0,1.0,short,0.0,4.0,0.0,pass,2056.0,4.0,17,7,4,4,2019,34:16:00,26.0,10
242,NE,CLE,NE,81.0,0.0,,0.0,4.0,,pass,377.0,,27,10,16,-5,2019,6:17:00,31.0,17
243,PIT,MIA,MIA,37.0,0.0,short,0.0,4.0,,pass,3159.0,14.0,0,7,6,0,2019,52:39:00,13.0,-7
244,PIT,MIA,PIT,47.0,0.0,,0.0,4.0,,run,920.0,,17,14,1,0,2019,15:20:00,3.0,3
245,PIT,MIA,PIT,31.0,0.0,,0.0,4.0,,pass,183.0,,27,14,7,-4,2019,3:03:00,19.0,13
246,ARI,SF,ARI,1.0,1.0,short,0.0,4.0,0.0,pass,1804.0,1.0,7,20,1,1,2019,30:04:00,49.0,-13
247,JAX,HOU,JAX,39.0,1.0,short,0.0,4.0,11.0,pass,2362.0,1.0,0,3,2,12,2019,39:22:00,11.0,-3
248,JAX,HOU,HOU,31.0,0.0,,0.0,4.0,,pass,1443.0,,3,9,14,-19,2019,24:03:00,19.0,-6
249,JAX,HOU,HOU,20.0,0.0,deep,0.0,4.0,,pass,665.0,17.0,3,19,10,0,2019,11:05:00,30.0,-16
250,PHI,CHI,CHI,40.0,1.0,short,0.0,4.0,8.0,pass,3352.0,7.0,0,0,2,15,2019,55:52:00,10.0,0
251,PIT,IND,IND,35.0,0.0,short,0.0,4.0,4.0,pass,2167.0,-4.0,3,10,2,0,2019,36:07:00,15.0,-7
252,PIT,IND,PIT,46.0,1.0,,0.0,4.0,,run,1660.0,,13,16,2,5,2019,27:40:00,4.0,-3
253,PIT,IND,PIT,35.0,0.0,,0.0,4.0,,pass,1549.0,,13,16,4,-11,2019,25:49:00,15.0,-3
254,PIT,IND,PIT,4.0,1.0,short,0.0,4.0,0.0,pass,527.0,4.0,23,24,2,4,2019,8:47:00,46.0,-1
255,MIA,NYJ,MIA,32.0,1.0,short,0.0,4.0,13.0,pass,3393.0,2.0,0,0,2,15,2019,56:33:00,18.0,0
256,MIA,NYJ,MIA,83.0,1.0,,0.0,4.0,,run,115.0,,26,15,1,8,2019,1:55:00,33.0,11
257,KC,MIN,MIN,7.0,1.0,,0.0,4.0,,run,2173.0,,7,7,1,2,2019,36:13:00,43.0,0
258,KC,MIN,KC,15.0,1.0,short,0.0,4.0,0.0,pass,1829.0,4.0,10,7,1,4,2019,30:29:00,35.0,3
259,CAR,TEN,TEN,7.0,1.0,short,0.0,4.0,6.0,pass,2290.0,1.0,9,0,2,7,2019,38:10:00,43.0,9
260,CAR,TEN,TEN,64.0,1.0,,0.0,4.0,,run,1450.0,,17,7,4,5,2019,24:10:00,14.0,10
261,CAR,TEN,CAR,54.0,1.0,short,0.0,4.0,2.0,pass,272.0,5.0,30,14,3,7,2019,4:32:00,4.0,16
262,BUF,WAS,WAS,1.0,1.0,,0.0,4.0,,run,2092.0,,16,3,1,1,2019,34:52:00,49.0,13
263,BUF,WAS,WAS,24.0,0.0,,0.0,4.0,,run,1558.0,,17,6,1,0,2019,25:58:00,26.0,11
264,BUF,WAS,BUF,56.0,0.0,short,0.0,4.0,1.0,pass,81.0,1.0,24,9,4,2,2019,1:21:00,6.0,15
265,SEA,TB,SEA,35.0,1.0,,0.0,4.0,,run,120.0,,34,27,5,5,2019,2:00:00,15.0,7
266,OAK,DET,OAK,2.0,1.0,short,0.0,4.0,0.0,pass,2858.0,2.0,7,6,2,2,2019,47:38:00,48.0,1
267,OAK,DET,DET,35.0,0.0,short,0.0,4.0,,pass,2312.0,5.0,10,14,3,0,2019,38:32:00,15.0,-4
268,OAK,DET,DET,62.0,1.0,,0.0,4.0,,run,1680.0,,17,14,3,27,2019,28:00:00,12.0,3
269,OAK,DET,OAK,1.0,0.0,short,0.0,4.0,,pass,8.0,1.0,31,24,1,0,2019,0:08:00,49.0,7
270,LAC,GB,GB,1.0,1.0,,0.0,4.0,,run,636.0,,25,3,1,1,2019,10:36:00,49.0,22
271,LAC,GB,LAC,41.0,0.0,deep,0.0,4.0,,pass,76.0,41.0,26,11,5,0,2019,1:16:00,9.0,15
272,DEN,CLE,DEN,5.0,0.0,,0.0,4.0,,run,1223.0,,17,12,1,0,2019,20:23:00,45.0,5
273,DEN,CLE,DEN,28.0,0.0,short,0.0,4.0,,pass,203.0,7.0,24,19,4,0,2019,3:23:00,22.0,5
274,BAL,NE,NE,38.0,1.0,short,0.0,4.0,0.0,pass,1113.0,7.0,24,20,4,7,2019,18:33:00,12.0,4
275,NYG,DAL,DAL,36.0,1.0,short,0.0,4.0,0.0,pass,47.0,12.0,18,30,10,12,2019,0:47:00,14.0,-12
276,OAK,LAC,OAK,50.0,1.0,,0.0,4.0,,run,2674.0,,10,0,1,1,2019,44:34:00,0.0,10
277,OAK,LAC,LAC,40.0,1.0,,0.0,4.0,,run,1920.0,,10,14,1,3,2019,32:00:00,10.0,-4
278,OAK,LAC,OAK,70.0,0.0,deep,0.0,4.0,,pass,27.0,35.0,26,24,10,0,2019,0:27:00,20.0,2
279,CIN,BAL,CIN,44.0,1.0,short,0.0,4.0,0.0,pass,3100.0,4.0,0,7,3,4,2019,51:40:00,6.0,-7
280,CIN,BAL,BAL,51.0,1.0,,0.0,4.0,,run,2200.0,,3,21,1,3,2019,36:40:00,1.0,-18
281,CIN,BAL,BAL,34.0,0.0,short,0.0,4.0,0.0,pass,1483.0,0.0,10,28,8,0,2019,24:43:00,16.0,-18
282,CIN,BAL,BAL,67.0,0.0,short,0.0,4.0,,pass,1307.0,4.0,10,35,2,0,2019,21:47:00,17.0,-25
283,CIN,BAL,BAL,20.0,0.0,short,0.0,4.0,,pass,794.0,5.0,10,49,6,0,2019,13:14:00,30.0,-39
284,CLE,BUF,CLE,39.0,0.0,short,0.0,4.0,,pass,3336.0,10.0,6,0,4,0,2019,55:36:00,11.0,6
285,CLE,BUF,BUF,41.0,1.0,short,0.0,4.0,14.0,pass,3164.0,2.0,6,0,2,16,2019,52:44:00,9.0,6
286,CLE,BUF,BUF,1.0,0.0,,0.0,4.0,,run,2898.0,,6,0,1,-2,2019,48:18:00,49.0,6
287,CLE,BUF,CLE,36.0,0.0,short,0.0,4.0,,pass,902.0,15.0,12,9,4,0,2019,15:02:00,14.0,3
288,CHI,DET,DET,71.0,1.0,,0.0,4.0,,run,2001.0,,0,6,1,2,2019,33:21:00,21.0,-6
289,CHI,DET,CHI,46.0,0.0,deep,0.0,4.0,,pass,138.0,21.0,20,13,11,0,2019,2:18:00,4.0,7
290,CHI,DET,CHI,25.0,0.0,deep,0.0,4.0,,pass,7.0,25.0,20,13,7,0,2019,0:07:00,25.0,7
291,NYJ,NYG,NYG,41.0,1.0,,0.0,4.0,,run,2960.0,,7,0,1,2,2019,49:20:00,9.0,7
292,NYJ,NYG,NYJ,39.0,1.0,short,0.0,4.0,31.0,pass,2133.0,8.0,14,13,4,39,2019,35:33:00,11.0,1
293,NYJ,NYG,NYJ,61.0,0.0,,0.0,4.0,,run,1920.0,,14,13,1,0,2019,32:00:00,11.0,1
294,TEN,KC,TEN,43.0,1.0,short,0.0,4.0,9.0,pass,1105.0,1.0,20,19,2,10,2019,18:25:00,7.0,1
295,TEN,KC,KC,68.0,0.0,deep,0.0,4.0,,pass,115.0,28.0,27,32,17,0,2019,1:55:00,18.0,-5
296,TB,ARI,TB,44.0,1.0,short,0.0,4.0,0.0,pass,1880.0,11.0,10,6,5,11,2019,31:20:00,6.0,4
297,TB,ARI,TB,23.0,0.0,short,0.0,4.0,,pass,1694.0,11.0,17,13,1,0,2019,28:14:00,27.0,4
298,TB,ARI,TB,64.0,1.0,deep,0.0,4.0,0.0,pass,519.0,26.0,23,20,10,26,2019,8:39:00,14.0,3
299,NO,ATL,NO,44.0,1.0,,0.0,4.0,,run,2736.0,,3,3,4,5,2019,45:36:00,6.0,0
300,NO,ATL,ATL,59.0,0.0,,0.0,4.0,,pass,331.0,,9,23,5,-7,2019,5:31:00,9.0,-14
301,NO,ATL,ATL,81.0,0.0,short,0.0,4.0,,pass,218.0,4.0,9,23,2,0,2019,3:38:00,31.0,-14
302,NO,ATL,ATL,14.0,0.0,short,0.0,4.0,0.0,pass,2.0,13.0,9,26,14,13,2019,0:02:00,36.0,-17
303,IND,MIA,IND,35.0,1.0,short,0.0,4.0,13.0,pass,2879.0,-1.0,0,3,3,12,2019,47:59:00,15.0,-3
304,IND,MIA,IND,3.0,0.0,short,0.0,4.0,5.0,pass,2694.0,-5.0,0,3,3,0,2019,44:54:00,47.0,-3
305,IND,MIA,MIA,45.0,0.0,,0.0,4.0,,run,2132.0,,0,3,2,1,2019,35:32:00,5.0,-3
306,IND,MIA,MIA,16.0,0.0,short,0.0,4.0,0.0,pass,45.0,8.0,12,16,10,8,2019,0:45:00,34.0,-4
307,PIT,LA,PIT,71.0,0.0,short,0.0,4.0,,pass,1372.0,4.0,14,7,1,0,2019,22:52:00,21.0,7
308,PIT,LA,LA,66.0,1.0,short,0.0,4.0,5.0,pass,535.0,1.0,14,12,1,6,2019,8:55:00,16.0,2
309,PIT,LA,PIT,30.0,0.0,deep,0.0,4.0,,pass,90.0,30.0,17,12,10,0,2019,1:30:00,20.0,5
310,GB,CAR,GB,25.0,1.0,short,0.0,4.0,0.0,pass,56.0,12.0,24,16,10,12,2019,0:56:00,25.0,8
311,DAL,MIN,DAL,2.0,1.0,,0.0,4.0,,run,906.0,,21,26,2,2,2019,15:06:00,48.0,-5
312,DAL,MIN,MIN,14.0,0.0,short,0.0,4.0,,pass,44.0,5.0,24,28,5,0,2019,0:44:00,36.0,-4
313,DAL,MIN,MIN,45.0,0.0,deep,0.0,4.0,,pass,3.0,45.0,24,28,1,0,2019,0:03:00,5.0,-4
314,SF,SEA,SEA,33.0,0.0,short,0.0,4.0,,pass,1505.0,9.0,10,7,2,0,2019,25:05:00,17.0,3
315,CLE,PIT,CLE,46.0,0.0,short,0.0,4.0,,pass,2203.0,11.0,14,0,2,0,2019,36:43:00,4.0,14
316,CLE,PIT,CLE,32.0,0.0,short,0.0,4.0,,pass,809.0,0.0,14,7,1,0,2019,13:29:00,18.0,7
317,CLE,PIT,CLE,72.0,0.0,,0.0,4.0,,run,8.0,,21,7,18,-4,2019,0:08:00,22.0,14
318,CAR,ATL,ATL,38.0,1.0,short,0.0,4.0,11.0,pass,2527.0,-3.0,0,10,2,8,2019,42:07:00,12.0,-10
319,CAR,ATL,ATL,50.0,1.0,deep,0.0,4.0,1.0,pass,1853.0,18.0,0,20,5,19,2019,30:53:00,0.0,-20
320,CAR,ATL,ATL,35.0,0.0,,0.0,4.0,,pass,1598.0,,0,20,5,-12,2019,26:38:00,15.0,-20
321,CAR,ATL,CAR,44.0,1.0,,0.0,4.0,,run,1483.0,,0,20,1,1,2019,24:43:00,6.0,-20
322,CAR,ATL,ATL,66.0,0.0,,0.0,4.0,,run,1202.0,,0,26,1,-1,2019,20:02:00,16.0,-26
323,CAR,ATL,ATL,37.0,1.0,short,0.0,4.0,8.0,pass,297.0,2.0,3,29,7,10,2019,4:57:00,13.0,-26
324,IND,JAX,JAX,39.0,0.0,short,0.0,4.0,,pass,1821.0,4.0,10,7,4,0,2019,30:21:00,11.0,3
325,IND,JAX,JAX,1.0,1.0,short,0.0,4.0,0.0,pass,1434.0,1.0,16,7,1,1,2019,23:54:00,49.0,9
326,IND,JAX,IND,44.0,0.0,short,0.0,4.0,,pass,1138.0,14.0,17,7,4,0,2019,18:58:00,6.0,10
327,MIA,BUF,MIA,22.0,1.0,,0.0,4.0,,run,3110.0,,0,3,1,3,2019,51:50:00,28.0,-3
328,MIA,BUF,BUF,43.0,0.0,deep,0.0,4.0,,pass,524.0,25.0,20,37,16,0,2019,8:44:00,7.0,-17
329,MIA,BUF,BUF,58.0,1.0,deep,0.0,4.0,17.0,pass,326.0,28.0,20,37,2,45,2019,5:26:00,8.0,-17
330,MIA,BUF,BUF,4.0,0.0,,0.0,4.0,,run,228.0,,20,37,1,0,2019,3:48:00,46.0,-17
331,MIA,BUF,BUF,31.0,0.0,short,0.0,4.0,,pass,47.0,13.0,20,37,4,0,2019,0:47:00,19.0,-17
332,BAL,HOU,BAL,33.0,0.0,deep,0.0,4.0,,pass,3056.0,33.0,0,0,2,0,2019,50:56:00,17.0,0
333,BAL,HOU,HOU,37.0,0.0,short,0.0,4.0,3.0,pass,2825.0,-5.0,0,0,4,-2,2019,47:05:00,13.0,0
334,BAL,HOU,BAL,53.0,1.0,short,0.0,4.0,5.0,pass,1874.0,4.0,14,0,1,9,2019,31:14:00,3.0,14
335,BAL,HOU,BAL,29.0,0.0,short,0.0,4.0,,pass,885.0,6.0,27,0,2,0,2019,14:45:00,21.0,27
336,BAL,HOU,BAL,65.0,0.0,,0.0,4.0,,pass,156.0,,41,7,5,-10,2019,2:36:00,15.0,34
337,MIN,DEN,MIN,7.0,1.0,,0.0,4.0,,run,2653.0,,0,10,1,1,2019,44:13:00,43.0,-10
338,MIN,DEN,DEN,55.0,1.0,,0.0,4.0,,run,1693.0,,0,20,1,1,2019,28:13:00,5.0,-20
339,MIN,DEN,DEN,66.0,1.0,,0.0,4.0,,run,1082.0,,7,23,1,2,2019,18:02:00,16.0,-16
340,MIN,DEN,MIN,45.0,1.0,short,0.0,4.0,6.0,pass,207.0,5.0,27,23,6,11,2019,3:27:00,5.0,4
341,MIN,DEN,MIN,30.0,1.0,short,0.0,4.0,0.0,pass,117.0,6.0,27,23,6,6,2019,1:57:00,20.0,4
342,MIN,DEN,MIN,15.0,1.0,,0.0,4.0,,run,33.0,,27,23,1,11,2019,0:33:00,35.0,4
343,WAS,NYJ,NYJ,31.0,0.0,short,0.0,4.0,,pass,1352.0,4.0,3,20,7,0,2019,22:32:00,19.0,-17
344,WAS,NYJ,WAS,51.0,1.0,,0.0,4.0,,run,981.0,,3,20,1,3,2019,16:21:00,1.0,-17
345,TB,NO,TB,47.0,1.0,,0.0,4.0,,run,547.0,,17,27,1,2,2019,9:07:00,3.0,-10
346,TB,NO,NO,67.0,0.0,deep,0.0,4.0,,pass,319.0,22.0,17,33,10,0,2019,5:19:00,17.0,-16
347,SF,ARI,ARI,40.0,0.0,short,0.0,4.0,,pass,2863.0,14.0,0,9,5,0,2019,47:43:00,10.0,-9
348,SF,ARI,SF,34.0,1.0,short,0.0,4.0,0.0,pass,2455.0,4.0,0,9,1,4,2019,40:55:00,16.0,-9
349,SF,ARI,ARI,21.0,0.0,,0.0,4.0,,run,11.0,,30,26,1,-1,2019,0:11:00,29.0,4
350,OAK,CIN,OAK,36.0,1.0,short,0.0,4.0,10.0,pass,3021.0,8.0,0,0,3,18,2019,50:21:00,14.0,0
351,OAK,CIN,CIN,4.0,1.0,,0.0,4.0,,run,665.0,,14,10,1,3,2019,11:05:00,46.0,4
352,OAK,CIN,OAK,27.0,0.0,deep,0.0,4.0,,pass,311.0,22.0,17,10,4,0,2019,5:11:00,23.0,7
353,PHI,NE,NE,26.0,0.0,deep,0.0,4.0,,pass,65.0,26.0,10,17,10,0,2019,1:05:00,24.0,-7
354,LA,CHI,LA,31.0,0.0,short,0.0,4.0,,pass,3255.0,12.0,0,0,9,0,2019,54:15:00,19.0,0
355,LA,CHI,LA,79.0,0.0,short,0.0,4.0,,pass,115.0,4.0,17,7,14,0,2019,1:55:00,29.0,10
356,LAC,KC,KC,85.0,1.0,short,0.0,4.0,5.0,pass,85.0,5.0,17,24,4,10,2019,1:25:00,35.0,-7
357,HOU,IND,IND,34.0,0.0,short,0.0,4.0,,pass,1610.0,3.0,10,10,3,0,2019,26:50:00,16.0,0
358,HOU,IND,HOU,47.0,0.0,,0.0,4.0,,run,180.0,,20,17,7,6,2019,3:00:00,3.0,3
359,HOU,IND,IND,35.0,0.0,deep,0.0,4.0,,pass,5.0,35.0,20,17,3,0,2019,0:05:00,15.0,3
360,CHI,NYG,CHI,44.0,0.0,short,0.0,4.0,0.0,pass,784.0,1.0,19,7,4,1,2019,13:04:00,6.0,12
361,CHI,NYG,CHI,23.0,1.0,deep,0.0,4.0,0.0,pass,257.0,23.0,19,13,18,23,2019,4:17:00,27.0,6
362,CHI,NYG,CHI,88.0,1.0,short,0.0,4.0,13.0,pass,175.0,4.0,19,14,4,17,2019,2:55:00,38.0,5
363,CHI,NYG,CHI,65.0,0.0,short,0.0,4.0,,pass,110.0,11.0,19,14,4,0,2019,1:50:00,15.0,5
364,CLE,MIA,CLE,58.0,0.0,,0.0,4.0,,run,2655.0,,14,0,7,3,2019,44:15:00,8.0,14
365,ATL,TB,TB,50.0,1.0,short,0.0,4.0,0.0,pass,660.0,5.0,13,28,4,5,2019,11:00:00,0.0,-15
366,ATL,TB,TB,85.0,0.0,,0.0,4.0,,pass,198.0,,16,34,5,-9,2019,3:18:00,35.0,-18
367,ATL,TB,TB,21.0,1.0,deep,0.0,4.0,0.0,pass,116.0,21.0,22,35,7,21,2019,1:56:00,29.0,-13
368,NO,CAR,NO,2.0,1.0,short,0.0,4.0,0.0,pass,568.0,2.0,31,30,2,2,2019,9:28:00,48.0,1
369,NO,CAR,CAR,55.0,0.0,,0.0,4.0,,run,407.0,,31,31,1,-2,2019,6:47:00,5.0,0
370,PHI,SEA,SEA,23.0,0.0,short,0.0,4.0,,pass,474.0,3.0,3,17,2,0,2019,7:54:00,27.0,-14
371,NYJ,OAK,NYJ,61.0,0.0,,0.0,4.0,,run,1429.0,,20,3,1,0,2019,23:49:00,11.0,17
372,TEN,JAX,TEN,10.0,1.0,short,0.0,4.0,10.0,pass,1076.0,-1.0,35,3,2,9,2019,17:56:00,40.0,32
373,TEN,JAX,TEN,32.0,0.0,,0.0,4.0,,pass,104.0,,42,20,4,-6,2019,1:44:00,18.0,22
374,NE,DAL,NE,75.0,0.0,deep,0.0,4.0,,pass,110.0,20.0,13,9,11,0,2019,1:50:00,25.0,4
375,NE,DAL,DAL,15.0,0.0,short,0.0,4.0,,pass,5.0,15.0,13,9,15,0,2019,0:05:00,35.0,4
376,SF,GB,SF,28.0,0.0,,0.0,4.0,,run,2472.0,,10,0,1,0,2019,41:12:00,22.0,10
377,SF,GB,SF,48.0,1.0,short,0.0,4.0,20.0,pass,1441.0,-5.0,23,0,4,15,2019,24:01:00,2.0,23
378,SF,GB,SF,27.0,0.0,,0.0,4.0,,pass,695.0,,30,8,8,-4,2019,11:35:00,23.0,22
379,LA,BAL,LA,23.0,1.0,,0.0,4.0,,run,2826.0,,0,7,1,5,2019,47:06:00,27.0,-7
380,LA,BAL,LA,33.0,1.0,short,0.0,4.0,2.0,pass,1038.0,13.0,6,35,4,15,2019,17:18:00,17.0,-29
381,LA,BAL,LA,55.0,1.0,,0.0,4.0,,run,632.0,,6,42,1,1,2019,10:32:00,5.0,-36
382,LA,BAL,BAL,68.0,1.0,short,0.0,4.0,31.0,pass,113.0,7.0,6,45,8,38,2019,1:53:00,18.0,-39
383,DET,CHI,DET,32.0,0.0,short,0.0,4.0,,pass,2293.0,2.0,14,7,6,0,2019,38:13:00,18.0,7
384,DET,CHI,CHI,39.0,0.0,deep,0.0,4.0,,pass,36.0,29.0,20,24,22,0,2019,0:36:00,11.0,-4
385,DAL,BUF,BUF,81.0,1.0,,0.0,4.0,,run,2700.0,,7,0,1,2,2019,45:00:00,31.0,7
386,DAL,BUF,DAL,30.0,1.0,,0.0,4.0,,run,1937.0,,7,7,1,2,2019,32:17:00,20.0,0
387,DAL,BUF,BUF,6.0,0.0,short,0.0,4.0,,pass,926.0,0.0,7,23,6,0,2019,15:26:00,44.0,-16
388,DAL,BUF,BUF,22.0,0.0,,0.0,4.0,,pass,355.0,,7,26,4,-10,2019,5:55:00,28.0,-19
389,DAL,BUF,DAL,33.0,1.0,,0.0,4.0,,run,120.0,,15,26,1,1,2019,2:00:00,17.0,-11
390,ATL,NO,NO,2.0,0.0,short,0.0,4.0,,pass,2700.0,2.0,0,7,1,0,2019,45:00:00,48.0,-7
